Date,Open,High,Low,Close,Adj Close,Volume
7/31/2017,41.235001,41.599998,40.154999,40.627499,40.176525,55967200
8/1/2017,40.532501,41.139999,40.25,41.122501,40.666023,43138400
8/2/2017,41.4375,41.477501,40.317501,41.0975,40.641308,47844400
8/3/2017,41.092499,41.657501,40.919998,41.619999,41.158012,44242000
8/4/2017,41.849998,42.517502,41.619999,41.802502,41.338493,58909600
8/7/2017,42.0975,43.092499,42,43.087502,42.60923,71741200
8/8/2017,43.4725,43.639999,42.177502,42.575001,42.102409,75533600
8/9/2017,42.107498,43.052502,41.9175,43.0275,42.549892,53078400
8/10/2017,43.040001,43.165001,41.0825,41.185001,40.727837,132808800
8/11/2017,39.285,39.75,38.227501,38.990002,38.557205,149719600
8/14/2017,39.9175,42.137501,39.799999,42.099998,41.632679,127902000
8/15/2017,42.1525,42.4175,41.397499,41.744999,41.281612,76453200
8/16/2017,41.897499,42.134998,40.959999,41.287498,40.829205,59663200
8/17/2017,41.202499,41.375,40.345001,40.3675,39.919415,52544400
8/18/2017,40.9175,41.09,39.91,40.375,39.926819,60120400
8/21/2017,40.622501,40.737499,39.342499,39.787498,39.345852,62367200
8/22/2017,40.122501,40.697498,39.927502,40.637501,40.221798,45045600
8/23/2017,40.299999,41.5625,40.212502,41.450001,41.025974,57952000
8/24/2017,41.775002,41.82,41.029999,41.297501,40.87505,46970000
8/25/2017,41.5425,41.645,40.887501,40.952499,40.533577,35720000
8/28/2017,41.145,41.275002,40.5825,41.2425,40.820602,38949600
8/29/2017,40.647499,41.395,40.564999,41.174999,40.753788,32409600
8/30/2017,41.375,41.532501,41.067501,41.419998,40.996288,38440000
8/31/2017,41.625,42.400002,41.549999,42.360001,41.926682,61268400
9/1/2017,42.487499,42.974998,42.400002,42.615002,42.179073,44543200
9/5/2017,42.095001,42.145,40.889999,41.477501,41.053207,69536400
9/6/2017,41.810001,41.950001,41.099998,41.452499,41.028469,39767200
9/7/2017,41.622501,41.9725,41.237499,41.645,41.218998,35286800
9/8/2017,41.5275,41.677502,40.677502,40.922501,40.503876,49885600
9/11/2017,41.384998,42.357498,41.330002,42.25,41.817787,56744400
9/12/2017,42.5,42.5,41.7425,42.4025,41.968735,41148800
9/13/2017,42.147499,42.884998,41.82,42.592499,42.156799,58096000
9/14/2017,42.197498,43.139999,41.950001,42.349998,41.916779,51371200
9/15/2017,43.215,45.0275,43.162498,45.0275,44.566891,136479200
9/18/2017,46.285,47.799999,46.215,46.887501,46.407856,168446000
9/19/2017,46.377499,47.462502,46.154999,46.837502,46.358364,87428000
9/20/2017,46.875,47.355,46.052502,46.459999,45.98473,72492000
9/21/2017,45.41,45.674999,44.4025,45.189999,44.727726,107560000
9/22/2017,45.075001,45.577499,44.650002,44.75,44.292225,49123200
9/25/2017,44.4375,44.450001,42.540001,42.75,42.312683,87458000
9/26/2017,44.112499,44.669998,42.587502,42.990002,42.550228,112562000
9/27/2017,43.904999,44.067501,43.1875,43.932499,43.483089,71372000
9/28/2017,44.005001,44.044998,43.439999,43.919998,43.470718,43524400
9/29/2017,44.77,44.932499,44.3125,44.692501,44.235313,61909200
10/2/2017,45.200001,45.494999,44.25,44.75,44.292225,50348000
10/3/2017,44.8125,45.145,44.395,44.842499,44.383774,39033200
10/4/2017,44.904999,45.442501,44.535,45.217499,44.754948,42784800
10/5/2017,45.465,45.5,44.889999,45.192501,44.730198,43736400
10/6/2017,44.912498,45.459999,44.75,45.325001,44.861343,31880000
10/9/2017,45.697498,46.682499,45.5075,46.3475,45.873379,56349200
10/10/2017,47.857498,48.237499,46.814999,47.232498,46.749329,97487600
10/11/2017,47.400002,47.75,46.935001,47.735001,47.246696,52950800
10/12/2017,47.77,48.272499,47.482498,47.7575,47.268955,52829200
10/13/2017,48.387501,48.75,47.912498,48.647499,48.149857,62872800
10/16/2017,48.950001,49.512501,48.310001,49.482498,48.976318,57664000
10/17/2017,49.272499,49.724998,49.087502,49.4375,48.931774,47859600
10/18/2017,49.5275,49.535,48.330002,49.395,48.889713,56731600
10/19/2017,48.610001,49.5,48.112499,49.450001,48.944145,57077200
10/20/2017,49.622501,49.897499,49.134998,49.224998,48.721443,45162000
10/23/2017,49.445,49.712502,48.950001,49.154999,48.652161,42869600
10/24/2017,49.247501,49.6875,48.985001,49.669998,49.161896,40724400
10/25/2017,49.27,49.805,47.7925,48.415001,47.919739,82816000
10/26/2017,48.695,49.040001,48.452499,48.922501,48.422035,32274400
10/27/2017,49.450001,50.467499,49.1875,50.465,49.948761,57219200
10/30/2017,50.465,51.522499,50.305,50.959999,50.438694,50405600
10/31/2017,51.282501,51.9725,51.224998,51.702499,51.173607,41190800
11/1/2017,52.337502,52.4925,51.150002,51.799999,51.270107,50257600
11/2/2017,51.5,51.952499,50.912498,51.485001,50.958328,34230800
11/3/2017,51.799999,52.172501,51.334999,52.172501,51.638798,35364000
11/6/2017,51.799999,52.494999,51.674999,52.407501,51.871384,38994400
11/7/2017,52.637501,53.224998,52.514999,53.0075,52.465263,42770000
11/8/2017,52.962502,53,51.810001,52.290001,51.755104,52298800
11/9/2017,51.317501,51.5825,50.092499,51.330002,50.804913,97856400
11/10/2017,53.27,54.6675,52.907501,54.035,53.482243,125325600
11/13/2017,54.035,54.2925,53.002499,53.157501,52.613712,58237600
11/14/2017,53.25,53.700001,52.807499,53.544998,52.997253,52929200
11/15/2017,52.987499,53,51.950001,52.494999,51.957993,50194800
11/16/2017,53.244999,53.549999,52.8125,52.9025,52.361324,44176800
11/17/2017,53.48,53.837502,52.6875,52.84,52.299473,51566400
11/20/2017,52.997501,53.642502,52.625,53.52,52.972507,39610000
11/21/2017,53.922501,54.130001,53.599998,54.012501,53.459972,39917600
11/22/2017,54.25,54.25,53.4025,53.732498,53.219788,35664000
11/24/2017,53.897499,54.25,53.650002,54.240002,53.722446,18075200
11/27/2017,54.327499,54.34,53.502499,53.535,53.024178,42289600
11/28/2017,53.587502,53.682499,52.060001,52.677502,52.174858,51275200
11/29/2017,52.502499,52.529999,47.807499,49.105,48.636444,139678800
11/30/2017,49.799999,50.669998,49.162498,50.177502,49.698715,82376800
12/1/2017,49.827499,50.032501,48.1175,49.419998,48.948433,81154800
12/4/2017,50.012501,50.075001,46.125,46.665001,46.219723,124084400
12/5/2017,45.599998,48.174999,45.145,46.935001,46.487148,98148800
12/6/2017,46.424999,47.535,46.209999,47.314999,46.863537,46703200
12/7/2017,47.990002,48.400002,47.529999,47.997501,47.539509,54260000
12/8/2017,48.502499,48.695,47.787498,47.872501,47.415707,46687600
12/11/2017,48.014999,48.695,47.855,48.665001,48.20063,37274800
12/12/2017,48.224998,48.459999,47.4725,47.709999,47.254753,45501600
12/13/2017,48.125,48.137501,46.470001,46.544998,46.100864,55428000
12/14/2017,46.48,47.334999,46.150002,46.6175,46.172676,43816400
12/15/2017,47.0625,48.095001,46.404999,47.889999,47.433041,67003600
12/18/2017,48.299999,49.505001,48,49.474998,49.002918,47770400
12/19/2017,49.380001,49.432499,48.740002,49.0275,48.559685,37310000
12/20/2017,49.424999,49.517502,48.637501,49.200001,48.730534,28882000
12/21/2017,49.235001,49.487499,48.887501,48.9725,48.505211,30090400
12/22/2017,48.599998,48.912498,47.8125,48.817501,48.351696,46627600
12/26/2017,48.2575,49.4375,47.955002,49.360001,48.889015,35508000
12/27/2017,49.224998,49.9925,49.077499,49.2925,48.822155,32948800
12/28/2017,49.532501,49.845001,49.287498,49.349998,48.879101,24024800
12/29/2017,49.615002,49.615002,48.375,48.375,47.91341,27996400
1/2/2018,48.945,49.875,48.625,49.837502,49.361954,35561600
1/3/2018,51.025002,53.424999,50.9375,53.1175,52.610653,91470400
1/4/2018,53.939999,54.512501,53.172501,53.397499,52.887989,58326800
1/5/2018,53.547501,54.227501,52.77,53.849998,53.336174,58012400
1/8/2018,55.099998,56.25,54.645,55.5,54.970417,88121600
1/9/2018,55.555,55.955002,54.66,55.485001,54.955563,49700000
1/10/2018,54.549999,55.955002,54,55.919998,55.386417,58266400
1/11/2018,56.25,56.567501,55.802502,56.02,55.485462,40603200
1/12/2018,55.900002,56.247501,55.334999,55.744999,55.213085,35991600
1/16/2018,56.012501,56.877499,54.172501,55.0275,54.502426,70234800
1/17/2018,55.174999,56.279999,54.224998,56.18,55.643936,53840800
1/18/2018,55.985001,56.66,55.669998,56.110001,55.5746,40863200
1/19/2018,57.022499,57.772499,56.75,57.5275,56.978573,60938000
1/22/2018,57.607498,58.439999,57.025002,58.422501,57.86504,55094400
1/23/2018,58.962502,59.9575,58.775002,59.727501,59.157593,47522800
1/24/2018,59.759998,60.122501,58.387501,58.950001,58.387505,57997200
1/25/2018,59.5,59.9375,58.9375,59.087502,58.523697,40988400
1/26/2018,59.529999,60.834999,59.400002,60.8325,60.252048,51635600
1/29/2018,60.685001,62.0275,60.1525,61.712502,61.123646,45511600
1/30/2018,60.2775,61.605,59.602501,60.68,60.100998,57083200
1/31/2018,61.442501,62.317501,61.112499,61.450001,60.863647,47857600
2/1/2018,59.630001,61.724998,59.514999,60.125,59.551292,51922400
2/2/2018,59.25,59.4925,57.7925,58.380001,57.822941,71846400
2/5/2018,56.75,58.307499,51.25,53.424999,52.915222,116520400
2/6/2018,51.099998,56.424999,51,56.395,55.85688,111480000
2/7/2018,57.395,58.7425,56.674999,57.200001,56.654205,80293200
2/8/2018,58.470001,58.805,54.377499,54.380001,53.861103,114400000
2/9/2018,59.5625,59.7225,54.380001,58.02,57.466373,167460400
2/12/2018,58.84,58.869999,56.2575,57.0075,56.463535,109317200
2/13/2018,56.639999,58.625,56.3125,58.157501,57.60257,62552400
2/14/2018,57.75,60.647499,57.637501,60.355,59.779099,74498800
2/15/2018,61.197498,62.092499,60.380001,61.625,61.03698,69890000
2/16/2018,61.349998,62.5,60.8675,60.959999,60.378323,63765600
2/20/2018,61.1875,62.967499,61.150002,62.27,61.675827,68624000
2/21/2018,62.922501,62.9925,60.34,60.377499,59.801392,89229200
2/22/2018,60.682499,61.407501,59.875,60.537498,59.997116,53436400
2/23/2018,61.142502,61.482498,60.630001,61.482498,60.933674,41530000
2/26/2018,61.950001,61.994999,61.014999,61.645,61.09473,46931200
2/27/2018,61.375,62.227501,61.282501,61.514999,60.965893,45543600
2/28/2018,61.625,62.025002,60.3825,60.5,59.959957,52311600
3/1/2018,60.477501,61.022499,57.029999,58.052502,57.534306,104012000
3/2/2018,56.965,59.200001,55.462502,59.134998,58.607136,91342800
3/5/2018,58.627499,59.3125,57.380001,58.912498,58.386627,62077600
3/6/2018,59.775002,60.735001,59.34,60.540001,59.999607,63680800
3/7/2018,59.5,60.987499,59.487499,60.459999,59.920303,58120800
3/8/2018,60.737499,60.737499,59.8475,60.294998,59.756783,41191200
3/9/2018,60.775002,61.462502,60.612499,61.3325,60.785027,50552400
3/12/2018,61.75,63.25,61.6675,62.439999,61.882633,60506000
3/13/2018,62.872501,63.625,61.509998,61.927502,61.374706,61977200
3/14/2018,62.362499,62.637501,61.555,62.185001,61.629921,50549600
3/15/2018,62.322498,63.154999,61.91,62.334999,61.778572,40195200
3/16/2018,62.5,62.8125,62.119999,62.619999,62.061028,39945600
3/19/2018,62.044998,62.337502,59.25,60.25,59.712189,71377200
3/20/2018,60.279999,62.787498,60.279999,62.395,61.838032,55469600
3/21/2018,62.330002,63,61.8325,62.139999,61.585312,43868800
3/22/2018,61.5,61.970001,60.084999,60.462502,59.922791,55119600
3/23/2018,60.599998,60.625,58.130001,58.2425,57.72261,73562000
3/26/2018,59.5,61.1325,58.974998,61.119999,60.574417,61142400
3/27/2018,61.9375,62.5,54.962502,56.380001,55.876728,140900000
3/28/2018,56.032501,57.3475,54.25,55.337502,54.843533,94590400
3/29/2018,56.0275,58.875,55.174999,57.897499,57.380688,91662800
4/2/2018,57.185001,58.662498,54.375,55.262501,54.769207,92209200
4/3/2018,56.950001,57.587502,55.337502,56.337502,55.834602,66743200
4/4/2018,53.752499,56.665001,53.5,56.560001,56.055126,78916800
4/5/2018,57.150002,57.282501,54.622501,55.345001,54.850967,70124000
4/6/2018,54.307499,55.400002,53.267502,53.5625,53.084381,66298800
4/9/2018,54.200001,55.4925,53.650002,53.852501,53.371788,49952400
4/10/2018,56.18,57.25,55.602501,56.977501,56.468899,76167600
4/11/2018,56.827499,57.244999,56.23,56.560001,56.055126,46024400
4/12/2018,57.5,58.830002,57.052502,58.650002,58.126476,59392000
4/13/2018,59.2925,59.377499,57.387501,57.875,57.358383,50303600
4/16/2018,57.942501,58.209999,56.919998,57.872501,57.355915,35079200
4/17/2018,58.400002,59.599998,57.837502,59.384998,58.854912,44722400
4/18/2018,58.875,59.8125,58.192501,59.092499,58.565018,39136400
4/19/2018,57.9375,58.275002,56.700001,57.259998,56.748871,47199600
4/20/2018,57.172501,58.025002,56.862499,57.177502,56.667107,38620000
4/23/2018,57.357498,57.875,55.7075,55.970001,55.47039,42750800
4/24/2018,56.23,57.200001,54.639999,55.299999,54.806362,41459600
4/25/2018,55,55.395,52.575001,54.165001,53.681496,58849200
4/26/2018,55.799999,56.387501,55.1325,56.305,55.802395,37582400
4/27/2018,57.375,57.575001,56.154999,56.5825,56.077419,40084800
4/30/2018,56.747501,57.25,56.029999,56.224998,55.723122,32784400
5/1/2018,56.142502,56.8125,55.549999,56.785,56.278114,25378800
5/2/2018,56.75,57.200001,56.3125,56.577499,56.072468,26824800
5/3/2018,56.900002,58.512501,56.442501,58.247501,57.727558,44314400
5/4/2018,57.9575,59.797501,57.782501,59.764999,59.23151,40066000
5/7/2018,60.822498,62.747501,60.7225,62.169998,61.615044,68761600
5/8/2018,62.172501,62.627499,61.677502,62.599998,62.041214,50661600
5/9/2018,62.802502,63.967499,62.5275,63.945,63.374199,59676000
5/10/2018,64.480003,65.125,64.300003,65.032501,64.452003,99408000
5/11/2018,63.195,64.947502,62.634998,63.6325,63.064495,121445600
5/14/2018,64.017502,64.622498,63.599998,63.84,63.270134,52314000
5/15/2018,63.197498,63.224998,60.375,61.389999,60.84201,96352800
5/16/2018,61,62.130001,60.627499,61.502499,60.953495,55382800
5/17/2018,61.52,62.875,61.357498,61.927502,61.374706,51978400
5/18/2018,62.452499,63.092499,61.435001,61.485001,60.936165,48371600
5/21/2018,62.470001,62.5075,60.122501,61.060001,60.514954,64062400
5/22/2018,61.195,61.450001,60.0625,60.674999,60.133389,51826400
5/23/2018,60.07,61.897499,60.0625,61.884998,61.370522,44295600
5/24/2018,61.8475,62.349998,61.310001,61.922501,61.407703,43737200
5/25/2018,62.049999,62.485001,61.689999,62.32,61.801903,29211200
5/29/2018,62.137501,62.834999,61.674999,62.147499,61.630836,35268400
5/30/2018,62.487499,63.334999,62.237499,63.247501,62.721699,39099600
5/31/2018,62.924999,63.799999,62.817501,63.047501,62.523357,49386800
6/1/2018,63.5,64.467499,63.412498,64.404999,63.869556,42196800
6/4/2018,64.75,66.434998,64.425003,66.212502,65.662048,64202400
6/5/2018,66.245003,66.647499,65.792503,66.267502,65.716583,39171200
6/6/2018,65.357498,66.32,65.192497,66.287498,65.736404,37135600
6/7/2018,66.25,66.370003,64.8125,65.724998,65.178596,36944800
6/8/2018,64.989998,66,64.800003,65.57,65.024879,36045600
6/11/2018,65.442497,65.862503,65.025002,65.154999,64.613335,26537200
6/12/2018,65.422501,65.767502,64.915001,65.644997,65.099243,31916000
6/13/2018,65.660004,66.417503,65.5075,65.599998,65.054619,33820800
6/14/2018,66.055,67.300003,65.904999,66.727501,66.172752,43001600
6/15/2018,66.150002,66.870003,65.837502,66.315002,65.763687,43226000
6/18/2018,65.870003,66.449997,65.595001,66.272499,65.721542,35626800
6/19/2018,65.230003,65.910004,63.755001,65.042503,64.501785,59493200
6/20/2018,65.457497,66.112503,65.07,65.577499,65.032318,36978000
6/21/2018,65.900002,66.084999,64.199997,64.277496,63.74313,35951600
6/22/2018,64.487503,64.622498,62.5825,62.737499,62.215939,43416000
6/25/2018,61.662498,61.700001,58.884998,59.779999,59.28302,66581600
6/26/2018,60.924999,61.412498,59.977501,60.497501,59.994553,47888400
6/27/2018,60.9375,61.607498,58.875,58.93,58.44009,45389200
6/28/2018,58.830002,60.334999,58.752499,60.215,59.714405,33801200
6/29/2018,60.872501,61,59.212502,59.224998,58.732635,39230000
7/2/2018,58.522499,60.5975,58.314999,60.560001,60.05653,35757200
7/3/2018,60.91,60.970001,59.125,59.209999,58.717758,22273200
7/5/2018,59.767502,60.732498,59.375,60.682499,60.178017,30621600
7/6/2018,60.435001,61.9175,60.220001,61.8325,61.318455,29635200
7/9/2018,62.5825,62.68,61.517502,62.3125,61.794464,30388000
7/10/2018,62.4375,63.535,62.029999,63.3125,62.786152,36001600
7/11/2018,62.375,62.724998,61.775002,61.8825,61.368046,36750800
7/12/2018,62.34,63.2925,62.240002,62.807499,62.285355,34550800
7/13/2018,62.994999,62.994999,61.904999,62.330002,61.811821,24698800
7/16/2018,62.049999,62.584999,61.924999,62.049999,61.534149,19703600
7/17/2018,61.552502,63.575001,61.294998,63.422501,62.895237,36213600
7/18/2018,63.3475,63.487499,62.41,62.924999,62.401871,27764000
7/19/2018,62.735001,63.3475,62.5825,63.0075,62.483685,23575200
7/20/2018,62.982498,63.375,62.612499,62.7225,62.201057,22235200
7/23/2018,62.455002,62.4725,60.82,62.352501,61.834145,30158400
7/24/2018,62.837502,63.712502,62,62.177502,61.660591,35462000
7/25/2018,62.272499,63.095001,61.6875,62.967499,62.444023,31911200
7/26/2018,62.764999,64.082497,62.595001,63.709999,63.18034,32512400
7/27/2018,64.080002,64.150002,62.459999,63.005001,62.481213,29542000
7/30/2018,63.147499,63.2075,60.68,61.032501,60.525101,34034000
7/31/2018,60.927502,61.970001,60.535,61.215,60.706081,28398800
8/1/2018,61.532501,62.09,60.9725,61.6175,61.105236,28355600
8/2/2018,60.897499,62.695,60.302502,62.654999,62.134117,26966800
8/3/2018,62.9025,63.264999,62.732498,63.025002,62.501049,21428800
8/6/2018,62.897499,63.5425,62.427502,63.5075,62.97953,20750800
8/7/2018,64,64.425003,63.73,64.237503,63.703468,25813200
8/8/2018,64.25,65.059998,63.897499,64.605003,64.067917,26210000
8/9/2018,64.785004,64.8125,64.037498,64.114998,63.58197,20428000
8/10/2018,63.287498,64.025002,63.174999,63.697498,63.167953,25639600
8/13/2018,63.785,65.25,63.767502,64.029999,63.497684,37520800
8/14/2018,65.095001,65.5,64.254997,65.357498,64.814156,46622000
8/15/2018,65.567497,65.910004,63.974998,64.769997,64.231522,59113600
8/16/2018,65.474998,65.5,63.752499,64.360001,63.824951,80126000
8/17/2018,63.235001,63.2425,60.932499,61.205002,60.696175,114318800
8/20/2018,60.794998,63.299999,59.68,61.959999,61.444897,85438800
8/21/2018,62.125,63.375,61.924999,63.330002,62.803505,67398800
8/22/2018,63,65.754997,62.965,65.705002,65.158768,74985600
8/23/2018,65.315002,67.370003,65.175003,66.709999,66.155411,72068400
8/24/2018,66.794998,68.202499,66.75,68.055,67.489235,53151200
8/27/2018,68.355003,69.724998,68.037498,68.974998,68.401573,50577600
8/28/2018,68.915001,69.144997,67.3825,68.595001,68.02475,47538400
8/29/2018,68.480003,69.875,68.269997,69.622498,69.081467,42010800
8/30/2018,69.307503,70.43,69.080002,69.452499,68.912781,34660800
8/31/2018,69.25,70.300003,69.150002,70.169998,69.62471,30659200
9/4/2018,70.037498,71.305,69.75,70.925003,70.373848,39172000
9/5/2018,70.747498,71.105003,68.787498,69.605003,69.064087,39315600
9/6/2018,69.440002,69.464996,67.847504,68.18,67.650162,32279600
9/7/2018,67.25,69.232498,66.797501,67.964996,67.436829,29542000
9/10/2018,68.192497,68.982498,67.75,68.682503,68.148781,22014000
9/11/2018,68.214996,69.099998,68.004997,68.199997,67.669998,24311200
9/12/2018,67.797501,67.995003,65.480003,67.050003,66.528946,41909200
9/13/2018,67.714996,68.75,67.540001,67.834999,67.307846,30553600
9/14/2018,68.747498,69.775002,68.375,69.107498,68.570457,38693600
9/17/2018,68.849998,69.345001,68.287498,68.482498,67.950325,20552800
9/18/2018,68.522499,69.559998,67.6875,67.754997,67.228477,29952000
9/19/2018,67.567497,68.175003,67.0625,67.995003,67.466606,22486000
9/20/2018,66.762497,67.190002,66.025002,66.57,66.052673,43058400
9/21/2018,66.690002,67.150002,65.527496,65.862503,65.350685,43512800
9/24/2018,65.550003,66.459999,64.669998,66.425003,65.908813,29391200
9/25/2018,67.092499,67.355003,66.227501,67.102501,66.581032,28038800
9/26/2018,67.152496,67.559998,66.57,66.730003,66.211449,26854800
9/27/2018,67.084999,67.300003,66.532501,66.849998,66.330505,21442800
9/28/2018,68.182503,70.480003,67.900002,70.254997,69.709053,70939600
10/1/2018,71.040001,73.014999,70.650002,72.339996,71.77784,62206000
10/2/2018,72.0625,73.190002,71.394997,71.620003,71.063438,38396400
10/3/2018,72.330002,72.404999,70.6325,71.682503,71.125465,32055200
10/4/2018,71.317497,71.5625,69.044998,69.822502,69.2799,39122000
10/5/2018,69.572502,70.199997,66.885002,67.464996,66.940727,42663600
10/8/2018,66.625,67.790001,65.019997,66.442497,65.92617,40861200
10/9/2018,66.235001,67.190002,65.699997,66.385002,65.86911,27350000
10/10/2018,65.315002,65.777496,61.400002,61.422501,60.945183,68494000
10/11/2018,60.5425,61.889999,58.564999,58.782501,58.325703,72543600
10/12/2018,61.377499,62.384998,59.912498,61.634998,61.156033,60823600
10/15/2018,61.5,61.5,58.834999,58.845001,58.387707,44976000
10/16/2018,59.982498,61.57,59.485001,61.4575,60.979908,40871200
10/17/2018,62.084999,62.470001,60.27,60.764999,60.292793,32966800
10/18/2018,61.465,61.852501,59.272499,59.8825,59.417156,52402000
10/19/2018,60.439999,60.637501,56.924999,57.2925,56.847279,61360800
10/22/2018,57.82,58.830002,56.767502,57.805,57.355797,36884400
10/23/2018,55.107498,56.047501,54.177502,55.264999,54.835529,62643600
10/24/2018,54.877499,55.3475,49.712502,49.852501,49.465092,88428800
10/25/2018,48.8675,52.4375,48.419998,51.959999,51.556213,95172000
10/26/2018,49.577499,51.209999,48.279999,49.572498,49.187263,66478400
10/29/2018,50.997501,51.032501,44.002499,46.404999,46.044395,75801600
10/30/2018,46.637501,50.849998,46.404999,50.75,50.355614,80719200
10/31/2018,52.412498,53.147499,51.002499,52.7075,52.297905,74577200
11/1/2018,53.075001,54.622501,51.797501,54.5275,54.103771,56652800
11/2/2018,54.432499,55.5,52.552502,53.73,53.312458,45296000
11/5/2018,53.5975,53.8325,51.32,52.942501,52.531086,37933200
11/6/2018,52.862499,53.712502,52.389999,52.764999,52.354965,29901200
11/7/2018,53.4375,54.352501,52.794998,53.447498,53.032154,48381200
11/8/2018,52.849998,52.857498,50.9575,51.497501,51.097317,51135200
11/9/2018,50.599998,52.330002,50.259998,51.4175,51.017925,41324000
11/12/2018,50.494999,50.717499,47.165001,47.384998,47.016766,61711600
11/13/2018,48.372501,51.052502,48.310001,49.827499,49.440285,64471200
11/14/2018,51.575001,51.720001,48.2075,49.297501,48.914406,52658000
11/15/2018,49.237499,51.325001,48.875,50.5975,50.204311,84070800
11/16/2018,40.830002,42.665001,40.4025,41.107498,40.788055,196352000
11/19/2018,40.447498,40.455002,36.157501,36.174999,35.893883,169782000
11/20/2018,33.514999,38.564999,33.327499,37.27,36.98037,169203200
11/21/2018,38.654999,38.825001,35.9025,36.177502,35.896362,102549600
11/23/2018,35.827499,37.397499,35.697498,36.25,35.968304,41196800
11/26/2018,37.4725,38.3675,36.639999,38.262501,37.965157,81483200
11/27/2018,38,39.252499,37.637501,38.432499,38.133842,73806000
11/28/2018,39.619999,40.07,38.282501,40.017502,39.706524,80452400
11/29/2018,40,40.375,39.035,39.34,39.073341,54917200
11/30/2018,39.4375,40.965,38.93,40.857498,40.580551,72956400
12/3/2018,43.150002,43.669998,41.834999,42.509998,42.221859,89080400
12/4/2018,42.060001,42.110001,39.125,39.2775,39.011272,81211200
12/6/2018,37.860001,39.622501,37.702499,39.572498,39.304268,69230800
12/7/2018,39.615002,39.717499,36.404999,36.9025,36.652363,68167600
12/10/2018,36.450001,38.215,36.412498,37.965,37.707664,62947200
12/11/2018,38.889999,38.9725,36.25,37.047501,36.796383,67191200
12/12/2018,37.105,38.195,36.205002,37.224998,36.972672,65413600
12/13/2018,37.697498,38.345001,36.860001,37.2225,36.9702,47138400
12/14/2018,36.802502,37.647499,36.375,36.612499,36.364326,47182000
12/17/2018,36.310001,37.037498,35.310001,35.895,35.651699,66286800
12/18/2018,36.337502,37.5825,36.0625,36.735001,36.486,56437200
12/19/2018,36.395,36.935001,34.107498,34.627499,34.39278,74536400
12/20/2018,34.5425,35.450001,33.172501,33.775002,33.546066,74958800
12/21/2018,34.0425,34.375,32.115002,32.392502,32.172935,86374000
12/24/2018,31.622499,32.494999,31.125,31.77,31.554657,46384000
12/26/2018,32.235001,33.285,31.115,33.275002,33.049458,69510000
12/27/2018,32.747501,33.095001,31.295,32.7925,32.570221,63704400
12/28/2018,33,34.3475,32.577499,33.412498,33.18602,62872800
12/31/2018,33.849998,34.177502,33.064999,33.375,33.148785,46514000
1/2/2019,32.66,34.619999,32.512501,34.055,33.824169,50875200
1/3/2019,33.447498,33.790001,31.922501,31.997499,31.780611,70555200
1/4/2019,32.735001,34.432499,32.424999,34.047501,33.816719,58562000
1/7/2019,34.625,36.2225,34.107498,35.849998,35.606998,70916000
